Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
97.1,ZWARTE LEEUW,"Roobol, Gerrit Hendriksz.",600,"","",Amsterdam,Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"",According to Mac Leod the master was Abraham Mathijsz.,"{""Total""=>{""I""=>127, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
98.2,MAURITIUS,"Klaasz., Gerrit",700,"","","",Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"",According to Mac Leod the master was Klaas Gerritsz.,"{""Total""=>{""I""=>144, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
99.1,MIDDELBURG,"Mau, Simon Lambrechtsz.",600,"","","",Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"",18-08-1606 burnt in action before Malacca.,"{""Total""=>{""I""=>124, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
100.2,NASSAU,"Mathijsz., Abraham",320,"","","",Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"",22-08-1606 burnt in action before Malacca. According to Commelin the master was Wouter Jakobsz.; according to Mac Leod Walter Karelsz. There were also 15 blacks on board.,"{""Total""=>{""I""=>85, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
101.1,ORANJE,"Mol, Dirk Klaasz.",700,"","","",Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"","Fleet (0095-0106) under adm. Kornelis Matelieff aboard the ORANJE. On 14-05-1605 the 7 ships of Amsterdam arrived in Zeeland; on 24-5 they departed with the 2 ships of Zeeland. From 04 till 19-07 off Maio I. and 07 till 15-09 off Annabon; from 01 till 27-01 1606 at Mauritius. At 06-01 the WITTE LEEUW and the AMSTERDAM were sent for Atjeh under vice-adm. Olivier de Vivere. From 25-03 till 05-04 at the Nicobar Islands; from 01-05 the fleet was before Johore where it started operations against the Portuguese. The ERASMUS, the PROVINCIËN and probably the EENDRACHT departed not before 30-05 from the Maas. The first 2 ships joined Matelieff on 14-07-1607 off Malacca, the EENDRACHT was sent for Mauritius to collect ebony. In August 1610 this ship was destroyed by fire on the coast of Coromandel. The ship probably never formed part of the fleet of Matelieff. The GROTE ZON and the KLEINE ZON stayed in the Indies and were broken up at Banda.","{""Total""=>{""I""=>148, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
102.1,GROTE ZON,"Melknap, Klaas Jansz.",540,"",bought,"",Amsterdam,12-05-1605,Texel,"","",01-05-1606,Johore,"","Purchased from the Admirality of Amsterdam, 1604.","{""Total""=>{""I""=>156, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
103.1,AMSTERDAM,"Lambrechtsz., Reinier",700,"","",Amsterdam,Zeeland,24-05-1605,Wielingen,"","",01-05-1606,Johore,"","","{""Total""=>{""I""=>179, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
104.1,KLEINE ZON,"Jorisz., Kornelis",220,"","",Zeeland,Zeeland,24-05-1605,Wielingen,"","",01-05-1606,Johore,"","","{""Total""=>{""I""=>76, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
105.2,ERASMUS,"Kornelisz., Olivier",540,"","","",Rotterdam,30-05-1605,Goeree,"","",14-07-1606,Johore,"","","{""Total""=>{""I""=>143, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
106.1,GEÜNIEERDE PROVINCIËN,"Anthonisz., Anthonis (Zwarte Teun)",400,"","",Delft,Delft,30-05-1605,Goeree,"","",14-07-1606,Johore,"","","{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
107.1,BANDA,"Brain, Jan",600/(800),"","","",Amsterdam,20-04-1606,Texel,"","",02-10-1607,Goa,"","Fleet (0107-0114) under adm. Paulus van Caerden aboard the BANDA and vice-adm. Adriaan Maartensz. aboard the WALCHEREN. The total number of those on board was 1060. From 23-05 till 03-06 on the roadstead of the isle of Wight, the 3 ships from Zeeland arrived here 25-05; 29-03 at Mocambique, where they started operations against the Portuguese. When leaving, 26-05, the ZIERIKZEE ran aground and was lost; the mainfleet was therefore unable to sail before June, 29th; from 08-06 till 17-07 at the Comoro I; from 04-08 till 26-08 again at Mozambique and 02-10 at Goa.",{}
108.1,BANTAM,"Petten, Pieter Kornelisz. van",700/(900),"","","",Amsterdam,20-04-1606,Texel,"","",02-10-1607,Goa,"","",{}
109.1,CEYLON,"Dirksz., Willem",340,"","",Amsterdam,Amsterdam,20-04-1606,Texel,"","",02-10-1607,Goa,"","",{}
110.1,CHINA,"Maartensz., Kornelis",420,"","",Hoorn,Hoorn,20-04-1606,Texel,"","",02-10-1607,Goa,"","Riding at anchor off Ternate in 1608, the ship was lost due to bad weather (July 1608).",{}
111.1,PATANIA,"Vries, Dirk Albertsz. de",340,"","",Enkhuizen,Enkhuizen,20-04-1606,Texel,"","",02-10-1607,Goa,"","",{}
112.1,TER VEERE,"Looy, Adriaan",700,"","",Zeeland,Zeeland,14-05-1606,Wielingen,"","",02-10-1607,Goa,"","",{}
113.1,WALCHEREN,"Maartensz., Arend",700,"","",Zeeland,Zeeland,14-05-1606,Wielingen,"","",02-10-1607,Goa,"","Riding at anchor off Ternate in 1608, the ship was lost due to bad weather.",{}
114.2,ZIERIKZEE,"Kornelisz., Adriaan",760,"","",Zeeland,Zeeland,14-05-1606,Wielingen,"","","","","",Foundered 1607 Cabacella (Moz.).,{}
115.2,GELDERLAND,"",500,"","","",Amsterdam,13-12-1606,Texel,"","","","","","The ship was forced by bad weather to take refuge in the harbour of Vlissingen, July 19th and was lost, making its way out July 20th.",{}
116.2,GOUDA,"Gerritsz., Jakob",260,"","",Amsterdam,Amsterdam,13-12-1606,Texel,"","", -01-1608,Atjeh,"","","{""Total""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
117.1,GELDERLAND,"Mol, Jan Jansz.",700,"","","",Amsterdam,26-04-1607,Zeeland,"","",26-10-1607,Malabar,"","","{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
118.1,MIDDELBURG,"Krakeel, Kornelis Leendertsz.",800,"","","",Zeeland,21-12-1607,Wielingen,"","",18-09-1608,Goa,"","","{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
119.1,VALK,"Hooiwagen, Kornelis Adriaansz.",140,jacht,"",Zeeland,Zeeland,21-12-1607,Wielingen,"","",18-09-1608,Goa,"","Captured by the Spaniards off Manila, 25-04-1610.","{""Total""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
120.2,ZEELANDIA,"Arnemuiden, Willem Jakobsz. van",500,"","",Zeeland,Zeeland,21-12-1607,Wielingen,"","",18-09-1608,Goa,"","","{""Total""=>{""I""=>140, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
121.2,AMSTERDAM,"Genitsz., Pieter",700,"","",Amsterdam,Amsterdam,22-12-1607,Texel,"","",18-09-1608,Goa,"","Captured by the Spaniards off Manilla, 25-04-1610.","{""Total""=>{""I""=>140, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
122.1,AREND,"Thomasz., Rutger",140,jacht,"",Amsterdam,Amsterdam,22-12-1607,Texel,"","",18-09-1608,Goa,"",Captured and burnt by the Spaniards off Manilla 25-04-1610.,"{""Total""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
123.1,DELFT,"Maartensz., Simon (Zwarte Simon)",800,"","",Delft,Delft,22-12-1607,Goeree,"","",18-09-1608,Goa,"","","{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
124.1,GRIFFIOEN,"Hert, Kornelis Kornelisz. 't",140,jacht,"",Rotterdam,Rotterdam,22-12-1607,Goeree,"","",18-09-1608,Goa,"",The ship stayed in the Indies.,"{""Total""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
125.2,HOLLANDIA,"Hoen, Simon Jansz.",800,"","",Amsterdam,Amsterdam,22-12-1607,Texel,"","",18-09-1608,Goa,"",Fleet (0118-0130) under adm. Pieter Willemsz. Verhoeff aboard the GEÜNIEERDE PROVINClËN and vice-adm. Frans Hendriksz. Wittert aboard the MIDDELBURG. The 3 Zeeland ships and the mainfleet met at Maio I. February 1608; from 15-05 till 02-06 at St. Helena; 28-06 somewhere in the regions off the Cape; from 28-06 till 23-08 the fleet started operations against the Portuguese at Mozambique; from 18-09 till 02-10 off Goa.,"{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
126.2,HOORN,"Kloot, Maarten Jansz.",700,"","",Hoorn,Hoorn,22-12-1607,Texel,"","",18-09-1608,Goa,"","","{""Total""=>{""I""=>160, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
127.1,RODE LEEUW MET PIJLEN,"Walijchsz., Jan",400,"","",Amsterdam,Amsterdam,22-12-1607,Texel,"","",18-09-1608,Goa,"","","{""Total""=>{""I""=>120, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
128.1,PAUW,"Gijsbertsz., Meeuwis",140,jacht,"",Amsterdam,Amsterdam,22-12-1607,Texel,"","",18-09-1608,Goa,"",The ship stayed in the Indies.,"{""Total""=>{""I""=>60, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
129.2,GEÜNIEERDE PROVINCIËN,"Vries, Frans Jakobsz. de",700,"","",Amsterdam,Amsterdam,22-12-1607,Texel,"","",19-09-1608,Goa,"",May 22th 1609 Frans Jakobsz. de Vries was murdered by the inhabitants of Banda.,"{""Total""=>{""I""=>160, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
130.2,ROTTERDAM,"Wit, Jan Kornelisz. de",800,"","",Rotterdam,Rotterdam,22-12-1607,Goeree,"","",19-09-1608,Goa,"","","{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
131.2,MEDEMBLIK,"L'Hermite, Jacques",250,jacht,"","",Amsterdam,1608,Texel,"","","",Bantam,"",The ship was despatched to bring news of the forthcoming Twelve Years' Truce; stayed in the Indies and was wrecked near the Maledive Islands.,"{""Total""=>{""I""=>70, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
132.1,HOOP,"Heeresz., Pieter",80,jacht,"",Amsterdam,Amsterdam,15-04-1608,Texel,"","",26-12-1608,Bantam,"","Captured by the Spaniards near Manila, 15-07-1610.","{""Total""=>{""I""=>18, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
133.1,HALVE MAAN,"Hudson, Henry",80,jacht,"",Amsterdam,Amsterdam,06-04-1609,Texel,"","","","","",Destined to explore the North-East passage to the Indies; discovered Hudson Bay and returned 07-12 in Dartmouth. Further information see I'Honore Naber.,"{""Total""=>{""I""=>25, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
134.1,HAZEWIND,"Berchem, Wemmer van",120,jacht,"",Enkhuizen,Enkhuizen,autumn 1609,Texel,"","",01-10-1610,Bantam,"","Despatched to bring the news of the inauguration of the Twelve Years' Truce; the ship left Lissabon 05-02-1610, rounded the Cape 04-05, took on provisions from 25-06 till 06-07 at Madagascar. It stayed in the Indies.","{""Total""=>{""I""=>50, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
135.1,WAPEN VAN AMSTERDAM,"Kalf, Dirk Pietersz.",800,"","",Amsterdam,Amsterdam,30-01-1610,Texel,28-06-1610,10-08-1610,19-12-1610,Bantam,"",Fleet (0135-0142) under Gouverneur-Generaal Pieter Both aboard the WAPEN VAN AMSTERDAM. The 3 Zeeland ships met the mainfleet near the Isle of Wight at 01-02; from 21-02 till 27-02 at Maio I.; at 09-06 a storm scattered the fleet; from 19-09 till 16-10 the WAPEN VAN AMSTERDAM took on provisions at Mauritius.,"{""Total""=>{""I""=>110, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
136.1,BRAK,"IJsbrandsz., Jakob",100,jacht,"","",Enkhuizen,30-01-1610,Texel,"","","",Bantam,"",The BRAK lost sight of the fleet at 23-06; 03-08 at Mauritius. At 07-08-1613 the ship sailed aground near Macassar and was lost.,"{""Total""=>{""I""=>30, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
137.2,CEYLON,"Smient, Dirk Gerritsz.",340,"","",Amsterdam,Amsterdam,30-01-1610,Texel,"","",08-08-1610,Mauritius,"",The CEYLON lost sight of the fleet 03-07.,"{""Total""=>{""I""=>55, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
138.2,TER GOES,"Reiniersz., Kornelis",240,"","",Zeeland,Zeeland,30-01-1610,Wielingen,"","",10-12-1610,Bantam,"","Lost sight of the fleet; from 30-07 till 02-08 at the Bay of Antipara; 02-08 in the St.Lucia Bay, where it took over the remaining cargo of the MAURITIUS (5077); 21-08 departure from Madagascar via the Bay of Antongil; from 27-10 till 08-12 at Mauritius.","{""Total""=>{""I""=>55, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
139.3,WITTE LEEUW,"Smit, Klaas Rutgersz.",540,jacht,"",Amsterdam,Amsterdam,30-01-1610,Texel,"","",16-11-1610,Bantam,"",Lost sight of the fleet; from 24-07 till 03-08 in the 'Verhagens-baai'; from 29-08 till 27-09 at Mayotte.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
140.2,ZWARTE LEEUW,"Worst, Kornelis Dirksz.",600,"","",Amsterdam,Amsterdam,30-01-1610,Texel,"","",16-11-1610,Bantam,"",See 0139.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
141.2,ORANJE,"Riemland, Kornelis",700,"","",Amsterdam,Zeeland,30-01-1610,Wielingen,"","",16-11-1610,Bantam,"",See 0139.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
142.1,VLISSINGEN,"Hert, Jan Kornelisz. 't",600,"","",Zeeland,Zeeland,30-01-1610,Wielingen,"","",16-11-1610,Bantam,"",See 0139.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
143.3,GOUDA,"Hermansz., Albert",260,"","",Amsterdam,Amsterdam,28-12-1610,Texel,"",04-06-1611,24-08-1611,Bantam,"","Fleet (0143-0144) under the command of Hendrik Brouwer aboard the RODE LEEUW MET PIJLEN sailed the southern passage for the first time (latitude ca. 36° south), which was made obligatory in 1616. The GOUDA was captured by the Spaniards near Tidore, 04-05-1612.","{""Total""=>{""I""=>99, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
144.2,RODE LEEUW MET PIJLEN,"Kind, Kornelis Maartensz. 't",400,"","",Amsterdam,Amsterdam,28-12-1610,Texel,"",04-06-1611,18-08-1611,Bantam,"","The LEEUW was, because of its unseaworthiness, abandoned by its crew and set on fire, August 1615.","{""Total""=>{""I""=>70, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
145.2,TER VEERE,"Arnemuiden, Willem Jakobsz. van",700,"","",Zeeland,Zeeland,28-12-1610,Wielingen,"","",05-09-1611,Bantam,"","","{""Total""=>{""I""=>95, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
146.2,BANDA,"Thijsz., Roelof",800/(600),"","","",Amsterdam,16-03-1611,Texel,"","",02-02-1612,Bantam,"",Fleet (0146-0148) under the command of Laurens Reaal aboard the BANDA; the BANDA and the HALVE MAAN took on provisions in St. Lucia Bay; from 15-12 till 23-12 at Mauritius. According to Commelin the master of the BANDA was Roelof Harmensz.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
147.2,BANTAM,"Arendse, Kornelis",900/(700),"","","",Enkhuizen,02-05-1611,Texel,"","",02-03-1612,Bantam,"","","{""Total""=>{""I""=>110, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
148.2,HALVE MAAN,"Andriesz., Melis",80,jacht,"",Amsterdam,Amsterdam,02-05-1611,Texel,"","",02-02-1612,Bantam,"","","{""Total""=>{""I""=>30, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
149.1,GROTE AEOLUS,"Bouwesz., Bouwe",300,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"",Capsized near Makian 31-01-1613; 15 survivors.,{}
150.3,CEYLON,"Jansz., Klaas",340,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"","",{}
151.1,DUIFJE,"Serpent, Dirk Barendsz.",50,jacht,"",Amsterdam,Amsterdam,29-12-1611,Texel,"","",24-10-1612,Bantam,"","Ran aground near Surat and lost, 17-07-1617.",{}
152.2,GELDERLAND,"Mau, Simon Lambrechtsz.",700,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"",Fleet (0149-0161) under the command of Adriaan Martensz. Blok aboard the GELDERLAND. The total number of those on board was ca. 2000. From 17-01 till 09-02 at Maio I.; from 21-03 till 31-03 at Cape Lopez; from 19-04 till 01-05 at Annabon; 25-06 somewhere off the Cape; from 06-08 till 23-08 at Reunion; 03-05 the GROENE LEEUW and the STER were sent to Coromandel; 15-07 the DUIFJE was sent ahead of the fleet to Bantam.,{}
153.1,GROENE LEEUW,"Warebouts, Klaas",140,jacht,"",Amsterdam,Amsterdam,29-12-1611,Texel,"","",08-09-1612,Pulicat,"","",{}
154.1,RODE LEEUW,"Thijsz., Volkert",400,"",bought 1610,Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"","Coming from Manila lost near Japan, 31-01-1613.",{}
155.1,GROTE MAAN,"Gerritsz., Jan",500,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"",Lost sight of the mainfleet after a heavy storm 05-07 but joined the fleet again at 22-10; in the meanwhile took on provisions in the Bay of Antongil.,{}
156.2,PATANIA,"Sandersz., Meeuwis",340,"","",Enkhuizen,Enkhuizen,29-12-1611,Texel,"","",28-11-1612,Bantam,"","Broken up in the Moluccas, June 1615.",{}
157.1,STER,"Klaasz., Wouter",160,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",08-09-1612,Pulicat,"","",{}
158.1,ZON,"Kornelisz., Pieter",500,"","",Amsterdam,Amsterdam,29-12-1611,Texel,"","",28-11-1612,Bantam,"","Broken up, 10-1-1621.",{}
159.3,ORANJE,"Jansz., Willem",700,"","",Amsterdam,Amsterdam,02-01-1612,Wielingen,"","",28-11-1612,Bantam,"",Lost in the Indies 02-10-1614.,{}
160.3,ROTTERDAM,"Volkertsz., Elias",800,"","",Rotterdam,Rotterdam,02-01-1612,Goeree,"","",19-10-1612,Bantam,"",Sailed alone.,{}
161.3,ZEELANDIA,"Klaasz., Abraham",500,"","",Zeeland,Zeeland,02-01-1612,Wielingen,"","",23-11-1612,Bantam,"",Also mentioned as ZEELAND or OUD-ZEELAND.,{}
162.1,HOOP,"Gooier, IJsbrand Jakobsz. de",500,jacht,"",Amsterdam,Amsterdam,12-05-1612,Texel,"","",09-02-1613,Bantam,"","Fleet (0162-0163) under the command of Jan Pietersz. Coen aboard the PROVINCIEN. Total death-toll 14. From 16-06 till 22-06 at Brava I., where 13 man died in action. June 9th at the Gold Coast; September 8th somewhere off the Cape. From 04-11 till 24-11 at Mauritius.",{}
163.3,GEÜNIEERDE PROVINCIËN,"Antonisz., Rutger",700,"","",Amsterdam,Amsterdam,12-05-1612,Texel,"","",09-02-1613,Bantam,"","",{}
164.1,AREND,"Lous, Gerard Albertsz.",300,"","","",Amsterdam,31-01-1613,Texel,"","",04-01-1614,Bantam,"",Fleet (0164-0166) under the command of Dirk Pietersz. van der Zande aboard the HOORN. March 23th at Brava I.; June 13th somewhere off the Cape; from 20-06 till 08-07 at Fermosa Bay; from 22-08 till 16-09 at Mauritius.,"{""Total""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
165.1,HOORN,"Jansz., Olf",700,"","",Hoorn,Hoorn,31-01-1613,Texel,"","",04-01-1614,Bantam,"","","{""Total""=>{""I""=>230, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
166.1,WITTE VALK,"",360,"","","",Amsterdam,31-01-1613,Texel,"","",04-01-1614,Bantam,"",Stayed in the Indies.,"{""Total""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
167.1,NEPTUNUS,"Pot, Barend","",jacht,"","",Amsterdam, -04-1613,"","","",16-08-1614,Bantam,"",Reprovisioned in St. Lucia Bay. The ship stayed in the Indies and was laid up ca. 1620-1621.,{}
168.1,KLEINE AEOLUS,"Kornelisz., Pieter",240,jacht,"","",Rotterdam,04-04-1613,Maas,"","",31-10-1614,Bantam,"","Stayed in the Indies and was, coming from Coromandel, foundered on the rocks of Engano I. 25-08-1616.","{""Total""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>36, ""VI""=>""""}}"
169.2,MIDDELBURG,"Reiniersz., Maarten",800,"","","",Zeeland,04-04-1613,Wielingen,"","",05-01/02 1614,Bantam,"","Fleet (0169-0170) under the command of Jasper van Surk aboard the MIDDELBURG. May 4th at Maio I.; August 10th the ZEELANDIA disappeared from sight and the MIDDELBURG reprovisioned in St. Lucia Bay. Later the MIDDELBURG was lost near Surat, 19-07-1617.","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>20, ""VI""=>""""}}"
170.1,ZEELANDIA,"Riemland, Kornelis",800,"","",Zeeland,Zeeland,04-04-1613,Wielingen,21-08-1613,03-09-1613,12-12-1613,Bantam,"","","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
171.2,DELFT,"Hillebrandsz., Jan",800,"","",Delft,Delft,05-06-1613,Goeree,"","",05-05-1614,Bantam,"","","{""Total""=>{""I""=>230, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
172.1,WAPEN VAN AMSTERDAM,"May, Jan Kornelisz.",1000,"","","",Amsterdam,02-07-1613,Texel,"","",04-11-1614,Bantam,"","","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
173.3,HOLLANDIA,"Hansz., Kornelis",800,"","",Amsterdam,Amsterdam,02-07-1613,Texel,"","",05-11-1614,Bantam,"",Fleet (0172-0175) under command of Gouverneur-Generaal Gerard Reynst and admiraal Steven van der Hagen aboard the WAPEN VAN AMSTERDAM. From 29-09 till 05-10 at S. Vincente; January 10th. at Cape Lopez; from 21-02 till 02-03 at Annabon; May 31th. somewhere off the Cape; from 13-06 till 21-07 at the Comoro Islands.,"{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
