Number,Name of ship,Master,Tonnage,Type of ship,Built,Yard,Chamber,Date of departure,Place of departure,Arrival at Cape,Departure from Cape,Date of arrival at destination,Place of arrival,Chamber for which cargo is destined,Particulars,people
177.2,VLISSINGEN,"Engels, Joost",600,"","",Zeeland,Zeeland,24-04-1614,Wielingen,"","",02-12-1615,Bantam,"","Fleet (0177-0182) under command of Adriaan Woutersz. Stoop (@+@ 26-11-1615) aboard the VLISSINGEN. The VLISSINGEN had a difficult voyage; 19-12 rounding the Cape the ship sailed north too early; 18-11-1615 (!) it encountered the WALCHEREN, the ENGEL and the AMSTERDAM.","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>163, ""VI""=>""""}}"
179.1,ORANJEBOOM,"Hoorn, Pieter Barendsz. van",360,jacht,"",Hoorn,Hoorn,26-04-1614,Texel, -11-1614,"", -04-1615,Mauritius,"",From April 1615 till May 1615 at Mauritius to collect the cargo of the wrecked GELDERLAND (6007).,{}
181.1,ENGEL,"Goedheid, Jakob Kornelisz.",600,"",1613,Delft,Delft,15-05-1614,Maas,"","",02-12-1615,Bantam,"",Left Madagascar 15-02-1615; from April 1615 till 01-05-1615 at Mauritius.,"{""Total""=>{""I""=>180, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
183.1,GROTE AEOLUS,"Kornelisz., Job",320,"","","",Zeeland,08-08-1614,Wielingen,"","",30-03-1616,Ternate,"","Burst in the battle of Manila, 16-04-1617.",{}
185.1,GROTE MAAN,"Lambrechtsz., Reinier",600,"","","",Amsterdam,08-08-1614,Texel,"","",30-03-1616,Ternate,"","",{}
187.1,MORGENSTER,"Kruik, Maarten Pietersz.",300,"",1613,Rotterdam,Rotterdam,08-08-1614,Goeree,"","",30-03-1616,Ternate,"","",{}
189.1,WITTE BEER,"Pietersz., Pieter",300,jacht,1614,Amsterdam,Amsterdam,17-12-1614,Texel,14-04-1615,29-04-1615,02-12-1615,Bantam,"",From 08-01 till 22-01-1615 at Maio Island.,{}
191.1,DOLFIJN,"Vlissingen, David Willemsz. van",280,jacht,"",Zeeland,Zeeland,05-04-1615,Wielingen,"","",01-03-1616,Bantam,"",Reprovisioned in the Bay of Antongil.,{}
193.1,BERGERBOOT,"Heeresz., Floris",280,jacht,"","",Amsterdam,18-05-1615,Texel,"","",30-04-1616,Bantam,"","Reprovisioned at Cabo de Lopez Gonsalvez 20-09-1615; laid up in Batavia, 1621.",{}
195.3,ZWARTE LEEUW,"Klaasz., Kornelis",600,"","","",Amsterdam,18-05-1615,Texel,"","",30-04-1616,Bantam,"","Captured by the English near Bantam, 15-12-1618.",{}
197.1,HOORN,"Schouten, Jan Kornelisz.",110,jacht,"","","",14-06-1615,Texel,"","","","","","Renamed ZUIDER EENDRACHT; capsized off Bantam, May 1620. The HOORN was destroyed by fire in Port Desire, 19-12-1615. Further information see Engelbrecht and Van Herwerden.","{""Seafarers""=>{""I""=>22, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
199.1,WESTFRIESLAND,"Beets, Kornelis Fransz. van der",800,"",1615,Hoorn,Hoorn,22-01-1616,Texel,09-09-1616,18-09-1616,14-11-1616,Bantam,"",From 21-02 till 04-03 Maio Island; 28-03-1616 departure from Cabo de Lopez Gonsalvez; from 19-06 till 09-07 at Annabon.,{}
201.1,EENDRACHT,"Amsterdam, Dirk Hartogs van",700,"","",Amsterdam,Amsterdam,23-01-1616,Texel,05-08-1616,27-08-1616,14-12-1616,Macassar,"","From 21-02 till 04-03 at Maio Island; from 27-03 till 11-05 at Cape Lopez; landed on the West Coast of Australia (27ø South), October 25th.",{}
203.1,WAPEN VAN ZEELAND,"Vlissingen, Jakob Pankras van",700,"","",Zeeland,Zeeland,07-02-1616,Wielingen,"","",09-04-1617,Bantam,"","Reprovisioned at Annabon; via ' Verhagensbaai' to the Primeira Islands, and back to the 'Verhagensbaai.'",{}
205.2,ORANJEBOOM,"Hoorn, Pieter Barendsz. van",360,jacht,"",Hoorn,Hoorn,23-04-1616,Texel,20-10-1616,01-11-1616,09-04-1617,Bantam,"","Reprovisioned in the Gulf of Guinea, at the Cape and at Mauritius.",{}
207.1,GOEDE FORTUIN,"Schagen, Albert Kornelisz.",700,"","",Amsterdam,Amsterdam,26-02-1617,Texel,"","",07-01-1618,Bantam,"",Reprovisioned in the St. Lucia Bay.,"{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>113, ""VI""=>""""}}"
209.1,POSTPAARD,"Enkhuizen, Jakob IJsbrandsz. van",300,jacht,"",Enkhuizen,Enkhuizen,26-02-1617,Texel,09-07-1617,"",07-10-1617,Bantam,"","","{""Total""=>{""I""=>130, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
211.1,ZIERIKZEE,"Simonsz., Laurens",800,"","",Zeeland,Zeeland,26-02-1617,Wielingen,"","",07-01-1618,Bantam,"",Reprovisioned in the St. Lucia Bay.,{}
213.1,TIJGER,"Krul, Dirk Gerritsz.",140,jacht,"",Amsterdam,Amsterdam,22-04-1617,Texel,10-08-1617,25-08-1617,22-10-1617,Bantam,"","Stayed in the Indies and was wrecked on the shore of China, September 1622.",{}
215.2,DOLFIJN,"Anthonisz., Bruin",260,jacht,"",Zeeland,Zeeland,07-11-1617,Wielingen,"","",20-09-1618,Masulipatnam,"",Stayed in the Indies and laid up between 1620-1621.,"{""Total""=>{""I""=>80, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
217.1,ZEEWOLF,"Hillegom, Havik Klaasz. van",360,jacht,"",Amsterdam,Amsterdam,02-12-1617,Texel,08-03-1618,24-03-1618, -07-1618,Jacatra,"",April 19th St. Paul sighted by the Dutch for the first time. May llth on the west coast of Australia. The ship stayed in the Indies.,"{""Total""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
219.3,DELFT,"Kunst, Jan Kornelisz.",800,"","",Delft,Delft,01-04-1618,Goeree,"","",13-10-1618,Bantam,"","","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
221.3,HERT,"Wiltvank, Quinten Pietersz.",280,jacht,"",Rotterdam,Rotterdam,01-06-1618,Goeree,"","",16-01-1619,Bantam,"",Stayed in the Indies; wrecked on the African coast 21-06-1622.,"{""Total""=>{""I""=>80, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
223.1,DORDRECHT,"Jansz., Reinier",800,"","","",Amsterdam,28-12-1618,Texel,17-05-1619,08-06-1619,03-09-1619,Bantam,"",Fleet (0223-0232) under command of Frederik de Houtman aboard the DORDRECHT and Jakob Dedel. Total number of those on board: seamen 1725; soldiers 675.,"{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
225.2,ENKHUIZEN,"",500,"","","",Enkhuizen,28-12-1618,Texel,no call,"","",Coromandel,"",From 25-02 till 02-03 at Brava Island. The ship stayed in the Indies.,"{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
227.1,GOEDE HOOP,"Venne, Jan van der",600,jacht,"",Amsterdam,Amsterdam,28-12-1618,Texel,19-11-1619,26-11-1619,09-02-1620,Jacatra,"",Forced by heavy weather in the Bay of Biscay the GOEDE HOOP returned to Zeeland and departed again 13-05-1619; from 14-08 till 21-08 at Cape Lopez.,"{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
229.2,ZEELANDIA,"Meldert, Jan van",800,"","",Zeeland,Amsterdam,28-12-1618,Wielingen,no call,"",16-09-1619,Jacatra,"","From 07-01 till 26-01 at Plymouth, where 3 man deserted; from 25-02 till 02-03 at Bravo Island; from 03-07 till 17-07 near St. Maria (Madagascar). The ship stayed in the Indies and was wrecked on the Westcoast of Sumatra. Also mentioned as NIEUW ZEELAND.","{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
231.1,AMSTERDAM,"Kornelisz., Maarten",800,"","",Amsterdam,Amsterdam,27-01-1619,Texel,20-05-1619,08-06-1619,03-09-1619,Bantam,"",June 19th on the west coast of Australia (37ø 20' South); the ship stayed in the Indies.,"{""Total""=>{""I""=>300, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
233.3,WITTE BEER,"Warebouts, Klaas",300,jacht,1614,Amsterdam,Amsterdam,13-05-1619,Texel,"","",28-01-1620,Bantam,"",From 20-08 till 01-09 at Cape Lopez; from 08-02 till 11-02 at Annabon.,"{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
235.2,GOEDE FORTUIN,"Booneter, Jan Gijsbertsz.",700,"","",Amsterdam,Amsterdam,13-05-1619,Texel,05-01-1620,25-02-1620,27-07-1620,Jacatra,"",From 02-10 till 11-10 at Cape Lopez; February 5th with the GOUDEN LEEUW to the 'Dasseneiland' and St. Helena; from 15-02 till 25-02 at St. Helena. The ship stayed in the Indies and was lost near Sucatara; crew and cargo were saved.,"{""Total""=>{""I""=>250, ""II""=>50, ""III""=>"""", ""IV""=>"""", ""V""=>101, ""VI""=>""""}}"
237.2,WALCHEREN,"Boei, Adriaan",500/600,"",1612,Zeeland,Zeeland,16-05-1619,Wielingen,"","",01-12-1619,Bantam,"","Forced to return to Zeeland, 11-06-1619, but sailed again shortly afterwards.","{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
239.1,WAPEN VAN ENKHUIZEN,"Jansz., Jan",700,"",1619,Enkhuizen,Enkhuizen,26-12-1619,Texel,05-06-1620,05-07-1620,16-09-1620,Jacatra,"","",{}
241.1,LEIDEN,"Schouten, Willem Kornelisz.",700,"","","",Amsterdam,26-12-1619,Texel,1620,05-07-1620,15-12-1620,Jacatra,"","",{}
243.1,WAPEN VAN HOORN,"Pietersz., Roelof",400/600,fluit,1619,Hoorn,Hoorn,27-12-1619,Texel,1620,05-07-1620,08-12-1620,Jacatra,"","",{}
244.1,SCHOONHOVEN,"Jansz., Simon",400,jacht,"",Amsterdam,Amsterdam,27-12-1619,Texel,1620,05-07-1620,14-12-1620,Negapatnam,"","",{}
247.1,GRONINGEN,"Adriaansz., Tobias",700,"","",Amsterdam,Amsterdam,01-01-1620,Texel,1620,05-07-1620,25-11-1620,Jacatra,"","Lost on a return voyage from Siam or Japan, 1627.",{}
249.1,SCHIEDAM,"Kunst, Jan Kornelisz.",360,"","",Delft,Delft,08-04-1620,Goeree,"","",11-10-1620,Jacatra,"","",{}
251.4,DELFT,"",800,"","",Delft,Rotterdam,23-04-1620,Goeree, -08-1620, -08-1620,26-12-1620,Jacatra,"","",{}
253.1,NOORD-HOLLAND,"",600,"","",Amsterdam,Amsterdam,10-05-1620,Texel, -12-1620,"",27-05-1621,Jacatra,"","Reprovisioned at Annabon. The ship stayed in the Indies and was laid up in Surat, between 31-10-1627 and 31-10-1628.",{}
255.1,BRUINVIS,"",50,jacht,"",Amsterdam,Amsterdam,24-05-1620,Texel, -12-1620,"","",Batavia,"","Stayed in the Indies and wrecked in the river Andragiry, September 1622.",{}
257.1,HEILBOT,"",100,jacht,"",Amsterdam,Amsterdam,24-05-1620,Texel,"",1632,22-03-1621,Amboina,"","Stayed in the Indies and lost between Amboina and Batavia, 1621.",{}
259.1,PURMEREND,"",200,jacht,"",Hoorn,Hoorn,25-05-1620,Texel,"","",07-06-1621,Jacatra,"",Stayed in the Indies and probably laid up.,{}
261.1,HARING,"",180,"","",Enkhuizen,Enkhuizen,27-12-1620,Texel,20-05-1621,"",31-08-1621,Jacatra,"","Departure from S. Vincente 31-01-1621. The ship stayed in the Indies and ran ashore near Arakan, 1628.",{}
263.1,WAPEN VAN DELFT,"Delfshaven, Jan Klaasebol van",700,"",1620,Delft,Delft,28-12-1620,Goeree,"","",03-08-1621,Jacatra,"","","{""Total""=>{""I""=>300, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
265.1,HAZEWIND,"",120,jacht,"",Enkhuizen,Hoorn,28-12-1620,Texel,04-06-1621,"",17-09-1621,Jacatra,"",Via Plymouth; from 10-03 till 24-03 at S. Vincente. The ship stayed in the Indies and was broken up in Batavia between 31-10-1627 and 31-10-1628.,{}
267.2,DORDRECHT,"",600,"","","",Amsterdam,29-12-1620,Texel,"","",24-06-1621,Pulicat,"","",{}
269.1,VALK,"",120,jacht,"",Amsterdam,Amsterdam,31-12-1620,Texel,04-06-1621,"",23-08-1621,Jacatra,"","Departure from Plymouth 31-01-1621; from 10-03 till 24-03 at S. Vincente. The ship stayed in the Indies and was wrecked near Formosa, 19-07-1623.","{""Total""=>{""I""=>300, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
271.1,ARNEMUIDEN,"Dirksz., Jan",180,"",1620,Zeeland,Zeeland,19-03-1621,Wielingen,"","",29-09-1621,Batavia,"","Stayed in the Indies and broken up, 1629.",{}
273.1,WESTKAPELLE,"Jansz., Reinier",60,jacht,"",Zeeland,Zeeland,19-03-1621,Wielingen,"","",05-09-1621,Batavia,"","Stayed in the Indies; captured by the Chinese I Kwan in 1627, but returned in 1628 and laid up in 1629.",{}
275.1,LEEUWIN,"",400,"","","",Amsterdam,20-04-1621,Texel,"","",15-05-1622,Batavia,"",Via the Gulf of Guinea and the west coast of Australia.,"{""Total""=>{""I""=>250, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
277.2,VREDE,"",340,jacht,"",Amsterdam,Amsterdam,01-10-1621,Texel,24-01-1622,"",26-05-1622,Pulicat,"","After its departure March 1624 forced by adverse winds and leakage to return to Surat, where the cargo was brought aboard the SCHOONHOVEN. The VREDE stayed in the Indies and was wrecked near Hirado, September 1631.","{""Total""=>{""I""=>150, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
279.1,DELFSHAVEN,"Delfshaven, Jakob Jansz. van",400,jacht,1621,Delft,Delft,16-12-1621,Goeree,"","",06-06-1622,Batavia,"","","{""Total""=>{""I""=>175, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
281.1,HEUSDEN,"",250,jacht,"",Amsterdam,Amsterdam,22-12-1621,Texel,30-03-1622,"",14-06-1622,Batavia,"","","{""Total""=>{""I""=>100, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
283.3,WALCHEREN,"Boei, Abraham",500/600,"",1612,Zeeland,Zeeland,22-12-1621,Wielingen,"","",27-05-1622,Batavia,"","","{""Total""=>{""I""=>200, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
285.1,EDAM,"",300,fluit,"",Hoorn,Hoorn,26-12-1621,Texel,"","",14-08-1622,Batavia,"",Stayed in the Indies.,"{""Total""=>{""I""=>70, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
287.1,MONNIKENDAM,"",300,fluit,"",Enkhuizen,Enkhuizen,26-12-1621,Texel,"","",11-07-1622,Batavia,"",Stayed in the Indies.,"{""Total""=>{""I""=>70, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
289.1,MAKREEL,"",300,fluit,"",Enkhuizen,Enkhuizen,17-12-1622,Texel,"","",20-06-1623,Batavia,"",Stayed in the Indies and broken up in Batavia between 31-10-1627 and 31-10-1628.,"{""Total""=>{""I""=>70, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>9, ""VI""=>""""}}"
291.2,WAPEN VAN ENKHUIZEN,"",700,"",1619,Enkhuizen,Enkhuizen,20-01-1623,Texel,04-05-1623,"",16-08-1623,Batavia,"",21-07 on the west coast of Australia (27ø).,"{""Total""=>{""I""=>"""", ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>70, ""VI""=>""""}}"
292.2,MEDEMBLIK,"",300,jacht,"","",Hoorn,20-01-1623,Texel,28-04-1623,"",19-09-1623,Coromandel,"",Stayed in the Indies.,{}
295.2,SCHOONHOVEN,"Evertsz., Dirk",400,jacht,"",Amsterdam,Amsterdam,20-01-1623,Texel,04-05-1623,"",02-10-1623,Surat,"","",{}
296.1,ORANJE,"Crijne, Laurens Jansz.",700,"","",Rotterdam,Zeeland,19-04-1623,Wielingen,"","",04-09-1625,Batavia,"","Nassausche Vloot (0296-0307) under command of admiraal Jacques l'Hermite aboard the AMSTERDAM and vice admiraal Huigen Schapenham aboard the DELFT, who succeeded l'Hermite after his death before Callao, 02-06-1624; equipped to attack the Spaniards on the West coast of South America; sailed through Strait Le Maire. Further information, see Voorbeijtel Cannenburg. According to this author the master of the ORANJE was called Laurens Jansz. Quirijnen.","{""Soldiers""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
298.1,AMSTERDAM,"Stolk, Leendert Jakobsz.",800,"","","",Amsterdam,29-04-1623,Goeree,"","",29-08-1625,Batavia,"",Daghregister mentions WAPEN VAN AMSTERDAM.,"{""Seafarers""=>{""I""=>147, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
299.1,AREND,"Egbertsz., Meindert",400,jacht,bought 1622,Amsterdam,Amsterdam,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","Pieter Kornelsz. Hartloop succeeded, on September 9th 1624, Meindert Egbertsz., who died 28-08-1624, as master of the AREND. The AREND was sold to the V.O.C. and lost near Cape Mauritius.","{""Soldiers""=>{""I""=>55, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
300.1,KONING DAVID,"Thomasz., Jan",360,jacht,"",Hoorn,Hoorn,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","","{""Soldiers""=>{""I""=>26, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
301.1,DELFT,"With, Witte Kornelisz. de",800,"","",Delft,Amsterdam,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","","{""Soldiers""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
302.1,EENDRACHT,"IJsbrandsz., Jan",600,"","",Amsterdam,Enkhuizen,29-04-1623,Goeree,"","",13-09-1625,Batavia,"","","{""Soldiers""=>{""I""=>5, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
303.1,GRIFFIOEN,"Hartloop, Pieter Kornelisz.",320,jacht,"",Hoorn,Hoorn,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","Pieter Kornelisz. Hartloop who became master of the AREND was succeeded by Pieter Hendriksz. The ship stayed in the Indies, under commission of the V.O.C. and was lost near the Moluccas.","{""Soldiers""=>{""I""=>24, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
305.1,HOLLANDIA,"Tol, Adriaan",600,"","",Amsterdam,Rotterdam,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","","{""Seafarers""=>{""I""=>109, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Soldiers""=>{""I""=>73, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
306.1,HOOP,"Slobbe, Pieter Harmensz.",260,jacht,bought 1623,Amsterdam,Rotterdam,29-04-1623,Goeree,"","",29-08-1625,Batavia,"","Pieter Harmensz. Slobbe who became master of the MAURITIUS, September 1th 1623, was succeeded by Salomon Willemsz. The ship was sold to the V.O.C. and stayed in the Indies.","{""Soldiers""=>{""I""=>30, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
307.1,MAURITIUS,"Duin, Jakob Adriaansz. van",560,"",bought 1623,"",Rotterdam,29-04-1623,Goeree,"","",04-09-1625,Batavia,"","Jakob Adriaansz. van Duin, who died 28-08-1623 in Sierra Leone, was succeeded by Pieter Harmensz. Slobbe, 01-09-1623. The ship was sold to the V.O.C.","{""Soldiers""=>{""I""=>66, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
309.3,DORDRECHT,"",600,"","","",Amsterdam,08-01-1624,Texel,"",11-05-1624,15-09-1624,Surat,"","",{}
310.2,GOUDA,"",800,"","",Amsterdam,Amsterdam,08-01-1624,Texel, -04-1624,"",17-07-1624,Batavia,"","","{""Soldiers""=>{""I""=>101, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>4, ""VI""=>97}, ""Passengers""=>{""I""=>66, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>2, ""VI""=>64}}"
311.2,HOLLANDIA,"",700,"","",Amsterdam,Amsterdam,08-01-1624,Texel,1628,"",16-07-1624,Batavia,"","","{""Soldiers""=>{""I""=>92, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>17, ""VI""=>75}, ""Passengers""=>{""I""=>55, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>5, ""VI""=>55}}"
313.2,HAAS,"",120,jacht,"",Amsterdam,Amsterdam,10-12-1624,Texel,"","",06-06-1625,Batavia,"","The ship stayed in the Indies. According to Daghregister departure from the Maas, 31-12-1624.",{}
315.2,HEUSDEN,"",250,jacht,"",Amsterdam,Amsterdam,04-01-1625,Texel,"","",02-10-1625,Surat,"",Stayed in the Indies.,"{""Total""=>{""I""=>125, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
317.3,GOUDEN LEEUW,"",550,"","",Rotterdam,Amsterdam,04-01-1625,Texel,"","",02-10-1625,Surat,"","","{""Total""=>{""I""=>225, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
318.5,MAURITIUS,"Pels, Reinier",800,"",1612,Amsterdam,Zeeland,04-01-1625,Wielingen,1625,10-07-1625,03-10-1625,Batavia,"",Stayed in the Indies.,"{""Soldiers""=>{""I""=>69, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>32, ""VI""=>37}, ""Passengers""=>{""I""=>17, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>4, ""VI""=>13}}"
320.3,LEIDEN,"Kok, Daniel Jansz. de",700,"","","",Amsterdam,17-05-1625,Zeeland,31-01-1626,13-02-1626,30-05-1626,Batavia,"",Reprovisioned at S. Tomé.,"{""Seafarers""=>{""I""=>162, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>20, ""VI""=>255}, ""Soldiers""=>{""I""=>90, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>23, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
321.2,SCHIEDAM,"Spiering, Hendrik",360,"","",Delft,Amsterdam,17-05-1625,Texel,"","",13-02-1626,Batavia,"","Because of a storm, the SCHIEDAM missed the Cape, and took on provisions for several weeks at St. Mary Island.","{""Soldiers""=>{""I""=>45, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}, ""Passengers""=>{""I""=>10, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
323.2,ALKMAAR,"",600,"",1619,Enkhuizen,Enkhuizen,05-07-1625,Texel,"","","","","","Wrecked on the roadstead of Texel, 05-07-1625.","{""Total""=>{""I""=>300, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>"""", ""VI""=>""""}}"
325.1,AMSTELVEEN,"",300,fluit,"","",Amsterdam,16-01-1626,Texel,18-05-1626,"",04-10-1626,Batavia,"","Forced by a storm to take refuge in Falmouth, leaving Falmouth 21-02-1626, leaving behind 35 deserters. During the voyage 1 man was taken on board.","{""Total""=>{""I""=>150, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>7, ""VI""=>144}}"
327.1,BEVERWIJK,"Hendriksz., Marten",160,jacht,"","",Amsterdam,03-05-1626,Texel,29-09-1626,03-11-1626,27-01-1627,Batavia,"","Stayed in the Indies and wrecked on the coast of China, 22-09-1631.","{""Total""=>{""I""=>120, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>32, ""VI""=>88}}"
329.1,DIEMEN,"Reiniersz., Thijs",100,jacht,"",Amsterdam,Amsterdam,03-05-1626,Texel,29-09-1626,03-11-1626,27-01-1627,Batavia,"",Stayed in the Indies and broken up.,"{""Total""=>{""I""=>72, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>21, ""VI""=>51}}"
331.1,SLOTEN,"Krul, Dirk Gerritsz.",100,jacht,"",Amsterdam,Amsterdam,03-05-1626,Texel,29-09-1626,03-11-1626,27-01-1627,Batavia,"","Lost in the river Chincheu on the coast of China; 07-10-1633; according to Mac Leod lost near Amoy, 05-02-1629.","{""Total""=>{""I""=>75, ""II""=>"""", ""III""=>"""", ""IV""=>"""", ""V""=>11, ""VI""=>64}}"
